City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Mount Isa,AU,-20.7333,139.5,60.57,55,47,10.36,scattered clouds
351,Yar-Sale,RU,66.8333,70.8333,50.77,59,99,19.42,overcast clouds
352,Marsa Matruh,EG,31.3525,27.2453,70.0,60,0,11.5,clear sky
353,Palmerston,AU,-12.486,130.9833,75.92,55,0,12.57,clear sky
354,Port Hawkesbury,CA,45.6169,-61.3485,67.91,87,75,9.22,broken clouds
355,Voh,NC,-20.9667,164.7,80.28,48,76,4.88,broken clouds
356,Sur,OM,22.5667,59.5289,87.17,64,0,5.79,clear sky
357,Atambua,ID,-9.1061,124.8925,77.5,69,68,3.29,broken clouds
358,Araripe,BR,-7.2125,-40.0461,73.17,66,15,10.85,few clouds
359,Bilma,NE,18.6853,12.9164,92.89,13,3,4.56,clear sky
360,Naze,JP,28.3667,129.4833,72.52,95,100,12.71,light rain
361,Natal,BR,-5.795,-35.2094,77.22,78,20,8.88,few clouds
362,Owando,CG,-0.4819,15.8999,74.01,81,44,2.17,scattered clouds
363,Atbasar,KZ,51.8,68.3333,41.36,58,0,7.36,clear sky
364,Ryotsu,JP,38.0833,138.4333,66.16,79,100,9.55,overcast clouds
365,Saint-Denis,FR,48.9167,2.3333,60.76,86,90,8.05,overcast clouds
366,Payakumbuh,ID,-0.2202,100.6308,69.4,97,100,3.18,overcast clouds
367,Mayya,RU,61.7333,130.2811,70.92,32,12,9.69,few clouds
368,Uddevalla,SE,58.3478,11.9424,57.33,72,61,0.58,broken clouds
369,Namtsy,RU,62.7161,129.6658,71.71,36,12,12.12,few clouds
370,Puerto Narino,CO,-3.7703,-70.3831,76.95,97,70,0.54,broken clouds
371,Namatanai,PG,-3.6667,152.4333,83.82,72,48,6.6,light rain
372,Havoysund,NO,70.9963,24.6622,45.48,96,100,15.88,overcast clouds
373,Hambantota,LK,6.1241,81.1185,78.96,82,97,14.12,moderate rain
374,Otjiwarongo,NA,-20.4637,16.6477,48.72,42,0,14.72,clear sky
375,Linxia,CN,35.6003,103.2064,62.98,36,5,2.51,clear sky
376,Rio Gallegos,AR,-51.6226,-69.2181,28.45,93,40,4.61,scattered clouds
377,Hamilton,US,39.1834,-84.5333,85.05,52,1,5.06,clear sky
378,Les Cayes,HT,18.2,-73.75,79.47,77,51,6.76,broken clouds
379,Udachnyy,RU,66.4167,112.4,48.22,47,52,1.19,broken clouds
380,Umm Lajj,SA,25.0213,37.2685,80.2,72,4,12.71,clear sky
381,Quatre Cocos,MU,-20.2078,57.7625,72.09,84,79,15.75,moderate rain
382,Bolobo,CD,-2.1667,16.2333,74.86,75,50,2.26,scattered clouds
383,Lere,NG,10.387,8.5726,73.74,76,100,2.82,overcast clouds
384,Banda Aceh,ID,5.5577,95.3222,78.22,73,100,11.61,heavy intensity rain
385,Monteagudo,BO,-19.8167,-63.9833,73.18,82,38,3.24,scattered clouds
386,Cedar City,US,37.6775,-113.0619,86.97,15,1,27.63,clear sky
387,Havre,FR,49.5833,0.3333,54.0,87,90,11.18,overcast clouds
388,Palu,ID,-0.8917,119.8707,83.03,74,30,1.59,scattered clouds
389,Olga,RU,43.7444,135.2892,61.92,63,63,6.08,broken clouds
390,Praia,CV,14.9215,-23.5087,73.94,73,20,20.71,few clouds
391,Igarka,RU,67.4667,86.5833,33.98,88,96,8.61,overcast clouds
392,Mapiripan,CO,2.8892,-72.1256,72.68,97,64,2.46,broken clouds
393,Kiama,AU,-34.6833,150.8667,55.99,65,5,7.0,clear sky
394,Verkhnechusovskiye Gorodki,RU,58.1671,57.1086,35.35,80,1,1.52,clear sky
395,Amapa,BR,1.0,-52.0,71.87,98,82,2.3,light rain
396,Byron Bay,AU,-28.65,153.6167,69.06,65,13,14.34,few clouds
397,Cuenca,EC,-2.8833,-78.9833,62.73,59,40,11.5,scattered clouds
398,Dunedin,NZ,-45.8742,170.5036,52.81,58,88,13.0,overcast clouds
399,Bodden Town,KY,19.2833,-81.25,86.0,56,20,1.99,few clouds
400,Bathsheba,BB,13.2167,-59.5167,81.21,65,20,21.03,few clouds
401,Goderich,CA,43.7501,-81.7165,79.12,47,30,9.22,scattered clouds
402,Touros,BR,-5.1989,-35.4608,76.1,80,3,11.48,clear sky
403,Aksha,RU,50.2814,113.2867,65.26,44,10,2.15,clear sky
404,Zhangye,CN,38.9342,100.4517,74.7,13,0,5.06,clear sky
405,San Nicolas,PH,18.1725,120.5953,80.51,83,90,3.44,overcast clouds
406,Fort Nelson,CA,58.8053,-122.7002,69.39,26,75,4.61,broken clouds
407,Half Moon Bay,US,37.4636,-122.4286,86.11,71,90,9.22,mist
408,Beisfjord,NO,68.3751,17.5988,58.05,73,45,2.71,scattered clouds
409,Chibombo,ZM,-14.6569,28.0706,54.25,86,3,6.4,clear sky
410,Stabat,ID,3.761,98.4513,77.2,97,100,1.88,overcast clouds
411,Hobyo,SO,5.3505,48.5268,78.19,83,2,18.34,clear sky
412,Kirkenaer,NO,60.4564,12.0582,57.85,68,46,1.86,scattered clouds
413,San Jose,US,37.3394,-121.895,89.11,48,20,12.66,few clouds
414,La Baule-Escoublac,FR,47.2922,-2.364,57.87,87,1,9.22,clear sky
415,Loa Janan,ID,-0.583,117.095,79.41,87,44,1.7,scattered clouds
416,Pareora,NZ,-44.4871,171.2132,51.19,79,86,11.68,overcast clouds
417,Vredendal,ZA,-31.6683,18.5012,58.26,27,5,6.42,clear sky
418,Esmeraldas,BR,-19.7625,-44.3139,70.66,69,0,6.33,clear sky
419,Severodvinsk,RU,64.5635,39.8302,51.91,63,17,10.13,few clouds
420,Neiafu,TO,-18.65,-173.9833,79.48,73,75,5.75,broken clouds
421,Ayorou,NE,14.7308,0.9174,93.94,19,25,4.5,scattered clouds
422,Victoria,HK,22.2855,114.1577,80.94,84,100,5.99,overcast clouds
423,Tolaga Bay,NZ,-38.3667,178.3,60.84,72,13,11.72,few clouds
424,Torrington,US,41.8007,-73.1212,74.12,88,83,3.06,broken clouds
425,Lasa,IT,46.6166,10.7002,65.28,95,91,2.13,overcast clouds
426,Mata,PT,40.683,-7.4592,55.6,52,48,5.17,scattered clouds
427,Raudeberg,NO,61.9875,5.1352,56.07,90,74,8.79,broken clouds
428,Maragogi,BR,-9.0122,-35.2225,76.28,82,45,10.22,scattered clouds
429,Srednekolymsk,RU,67.45,153.6833,73.56,22,100,23.58,overcast clouds
430,Bahia Blanca,AR,-38.7196,-62.2724,56.23,49,100,5.26,overcast clouds
431,Svetlogorsk,BY,52.6333,29.7333,56.77,77,100,5.79,overcast clouds
432,Biak,ID,-0.9131,122.8766,79.74,79,83,5.88,broken clouds
433,Saint-Augustin,CA,51.226,-58.6502,55.99,89,81,4.99,broken clouds
434,Bonoua,CI,5.2741,-3.595,80.22,88,100,4.74,light rain
435,Kourou,GF,5.1552,-52.6478,81.1,93,63,7.18,broken clouds
436,Hibbing,US,47.4272,-92.9377,92.71,24,1,11.5,clear sky
437,Tokmak,UA,47.2514,35.7058,54.86,83,100,4.21,overcast clouds
438,Lensk,RU,60.7253,114.9278,65.43,56,99,4.14,overcast clouds
439,Sabang,ID,5.8933,95.3214,81.97,63,100,15.55,overcast clouds
440,Balsta,SE,59.5671,17.5278,53.08,77,26,2.15,scattered clouds
441,Saint-Joseph,RE,-21.3667,55.6167,71.96,80,17,6.89,light rain
442,Lakes Entrance,AU,-37.8811,147.981,47.17,54,24,6.38,few clouds
443,Lumeje,AO,-11.55,20.7833,54.68,48,44,6.02,scattered clouds
444,Sola,VU,-13.8833,167.55,79.16,74,54,14.14,broken clouds
445,Port-Gentil,GA,-0.7193,8.7815,78.76,89,40,9.22,scattered clouds
446,Malibu,US,34.005,-118.8101,91.53,80,36,5.99,scattered clouds
447,Korla,CN,41.7597,86.1469,76.5,27,58,9.51,broken clouds
448,Boshkengash,TJ,38.4661,68.8053,73.74,40,0,6.71,clear sky
449,Roma,US,43.2128,-75.4557,80.46,64,1,6.91,clear sky
450,Hofn,IS,64.2539,-15.2082,47.28,99,100,4.88,light rain
451,Bay Roberts,CA,47.5999,-53.2648,56.43,94,100,5.01,overcast clouds
452,Rouvroy,FR,50.3925,2.904,59.0,97,100,9.33,overcast clouds
453,Erzin,TR,36.9559,36.2,69.01,83,0,1.32,clear sky
454,Hrinova,SK,48.5779,19.5257,53.69,91,41,2.66,scattered clouds
455,Djibo,BF,14.1022,-1.6306,97.25,20,31,8.08,scattered clouds
456,Xichang,CN,27.8964,102.2634,63.27,60,96,0.67,light rain
457,Teknaf,BD,20.8624,92.3058,81.82,83,100,2.15,overcast clouds
458,Nunspeet,NL,52.3667,5.7667,66.02,88,100,4.59,overcast clouds
459,Eyl,SO,7.9803,49.8164,78.84,82,8,16.49,clear sky
460,Shimoda,JP,34.6667,138.95,71.96,64,68,6.71,broken clouds
461,Arona,ES,28.0996,-16.681,61.32,57,20,11.16,few clouds
462,Bhigvan,IN,18.3167,74.7667,77.79,72,93,0.29,overcast clouds
463,Bend,US,44.0582,-121.3153,83.48,23,1,1.99,clear sky
464,Vieques,PR,18.425,-65.8329,80.64,78,40,14.9,scattered clouds
465,Komsomolskiy,UZ,40.4272,71.7189,76.42,40,0,4.61,clear sky
466,Dingwall,GB,57.5953,-4.4272,58.06,89,84,1.36,broken clouds
467,Batsfjord,NO,70.6345,29.7185,47.61,87,77,8.77,light rain
468,Bayir,TR,37.2687,28.2167,63.12,61,0,5.35,clear sky
469,Ilhabela,BR,-23.7781,-45.3581,71.89,90,17,7.92,few clouds
470,Anloga,GH,5.7947,0.8973,79.02,79,70,3.87,broken clouds
471,Sal Rei,CV,16.1833,-22.9167,72.16,88,32,21.36,scattered clouds
472,Samarai,PG,-10.6167,150.6667,77.31,92,100,6.44,overcast clouds
473,Khokhlovo,RU,59.1492,37.3998,53.4,80,23,4.97,few clouds
474,Christchurch,NZ,-43.5333,172.6333,59.47,61,75,4.0,broken clouds
475,Hokitika,NZ,-42.7167,170.9667,56.5,72,100,10.51,light rain
476,Dwarka,IN,22.2394,68.9678,83.86,76,94,13.73,overcast clouds
477,Qui Nhon,VN,13.7667,109.2333,85.55,69,88,4.14,overcast clouds
478,Neuquen,AR,-38.9516,-68.0591,53.49,58,0,2.3,clear sky
479,Kargat,RU,55.1956,80.2811,43.12,77,97,17.72,overcast clouds
480,Zhaotong,CN,27.3167,103.7167,57.38,55,88,2.33,overcast clouds
481,Portel,BR,-1.9356,-50.8211,75.72,90,37,3.87,scattered clouds
482,Bahia De Caraquez,EC,-0.6,-80.4167,75.38,85,74,8.12,broken clouds
483,Quartucciu,IT,39.2519,9.1794,73.0,57,0,3.0,moderate rain
484,Pangkalanbuun,ID,-2.6833,111.6167,78.94,85,18,2.04,few clouds
485,Genhe,CN,50.7833,121.5167,59.32,48,98,13.62,overcast clouds
486,Barsovo,RU,61.1667,73.1667,48.33,69,50,9.89,scattered clouds
487,Valdivia,CL,-39.8142,-73.2459,46.49,95,16,1.9,few clouds
488,Mattru,SL,7.6244,-11.8332,77.0,94,99,2.68,overcast clouds
489,Kachug,RU,53.9606,105.8817,67.93,37,29,2.98,scattered clouds
490,Khani,GE,41.9563,42.9566,49.57,83,43,4.16,scattered clouds
491,Santa Cruz Del Norte,CU,23.1539,-81.9236,81.21,76,59,16.6,broken clouds
492,Tambun,ID,-6.2641,107.0712,82.11,100,20,3.22,mist
493,Evensk,RU,61.95,159.2333,41.68,94,100,11.27,overcast clouds
494,Verkhniye Tatyshly,RU,56.2912,55.8575,46.31,67,0,3.69,clear sky
495,Barhi,IN,23.9,80.8,83.41,56,88,6.64,overcast clouds
496,Biloxi,US,30.396,-88.8853,82.45,69,1,4.61,clear sky
497,Dubbo,AU,-32.25,148.6167,42.93,61,90,2.3,overcast clouds
498,New Ulm,US,44.3125,-94.4605,97.41,18,1,13.8,clear sky
499,Ust-Nera,RU,64.5667,143.2,67.62,33,84,3.24,broken clouds
500,San Carlos De Bariloche,AR,-41.1456,-71.3082,37.15,81,40,7.94,scattered clouds
501,Sinnamary,GF,5.3833,-52.95,77.16,91,42,9.64,scattered clouds
502,Havelock,US,34.8791,-76.9013,74.05,92,75,1.01,broken clouds
503,Cururupu,BR,-1.8283,-44.8683,76.1,88,6,3.98,clear sky
504,Presque Isle,US,46.6811,-68.0159,78.78,44,20,9.22,few clouds
505,Dawlatabad,AF,36.4141,64.9053,82.72,15,16,5.41,few clouds
506,Riyadh,SA,24.6877,46.7219,91.45,21,0,0.0,clear sky
507,Comodoro Rivadavia,AR,-45.8667,-67.5,44.46,70,0,12.66,clear sky
508,Phangnga,TH,8.4509,98.5298,85.91,93,99,2.86,overcast clouds
509,Point Fortin,TT,10.1833,-61.6833,78.15,88,100,14.03,overcast clouds
510,Ola,RU,59.5833,151.2833,41.29,93,100,16.2,light rain
511,Carbonia,IT,39.1672,8.5222,72.0,61,100,2.64,moderate rain
512,Freeport,US,40.6576,-73.5832,72.18,91,1,1.99,clear sky
513,Soyo,AO,-6.1349,12.3689,76.93,90,65,7.18,broken clouds
514,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,79.77,46,21,3.13,few clouds
515,Kyakhta,RU,50.3508,106.4494,66.25,39,40,2.82,scattered clouds
516,Rio Grande,BR,-32.035,-52.0986,61.95,92,35,9.71,scattered clouds
517,Senanga,ZM,-16.1167,23.2667,48.6,45,0,6.08,clear sky
518,El Doncello,CO,1.6782,-75.2847,70.57,97,98,1.95,overcast clouds
519,Valparaiso,CL,-33.0393,-71.6273,60.48,85,100,12.39,mist
520,Birao,CF,10.2849,22.7882,80.47,56,98,3.56,light rain
521,Logansport,US,40.7545,-86.3567,88.03,28,1,17.27,clear sky
522,Ajdabiya,LY,30.7554,20.2263,70.92,38,0,10.6,clear sky
523,Aripuana,BR,-9.1667,-60.6333,78.12,61,100,2.26,overcast clouds
524,Smidovich,RU,48.6,133.8167,56.7,83,100,4.36,overcast clouds
525,Ust-Tsilma,RU,65.441,52.1498,56.89,72,8,3.22,clear sky
526,Paka,MY,4.6374,103.4368,76.93,100,20,5.82,few clouds
527,Nabire,ID,-3.3667,135.4833,81.09,77,98,3.69,overcast clouds
528,Gweru,ZW,-19.45,29.8167,42.89,84,0,11.03,clear sky
529,Ahipara,NZ,-35.1667,173.1667,62.78,70,100,13.96,overcast clouds
530,Mount Gambier,AU,-37.8333,140.7667,46.31,87,75,13.8,broken clouds
531,Anori,BR,-3.7728,-61.6442,75.96,92,48,2.46,scattered clouds
532,Jati,PK,24.3539,68.2671,84.04,71,17,10.65,few clouds
533,Bardiyah,LY,31.7561,25.0865,68.02,67,0,9.24,clear sky
534,Ashford,GB,51.1459,0.8728,58.03,95,100,4.0,overcast clouds
535,Verkhnyaya Sinyachikha,RU,57.976,61.6673,46.67,58,0,5.35,clear sky
536,San Ramon,US,37.7799,-121.978,92.59,50,1,8.99,clear sky
537,Narrabri,AU,-30.3167,149.7833,52.52,93,1,5.75,clear sky
538,Husavik,IS,66.0449,-17.3389,51.71,92,100,4.09,light rain
539,Prince Rupert,CA,54.3161,-130.3201,50.09,93,90,11.5,moderate rain
540,Saintes,FR,45.6667,-0.75,58.69,88,23,7.02,few clouds
541,San Andres,CO,12.5847,-81.7006,86.02,66,40,12.66,scattered clouds
542,Ormara,PK,25.2088,64.6357,83.77,75,73,6.33,broken clouds
543,Liwale,TZ,-9.7667,37.9333,66.6,88,85,3.29,overcast clouds
544,Platanos,GR,37.6667,21.6167,65.7,68,9,3.98,clear sky
545,Grand-Santi,GF,4.25,-54.3833,73.26,98,54,3.22,heavy intensity rain
546,Asosa,ET,10.0667,34.5333,62.28,89,80,2.84,light rain
547,Mecca,SA,21.4267,39.8261,81.73,74,2,4.9,clear sky
548,Omboue,GA,-1.5746,9.2618,76.48,91,43,4.29,scattered clouds
549,Mandera,KE,3.9366,41.867,77.74,67,8,16.02,clear sky
550,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,75.27,89,48,0.67,scattered clouds
551,Ayan,RU,56.45,138.1667,39.36,92,74,9.66,broken clouds
552,Linqiong,CN,30.4159,103.4609,76.78,65,100,2.13,overcast clouds
553,Kawalu,ID,-7.3817,108.2082,72.81,87,28,1.88,scattered clouds
554,Roncesvalles,CO,4.0108,-75.6049,53.08,97,100,1.77,light rain
555,Herat,AF,34.5,62.0,75.81,14,0,7.09,clear sky
556,Richmond,US,37.5538,-77.4603,78.78,89,1,3.0,clear sky
557,Kaura Namoda,NG,12.5898,6.5779,88.79,40,30,14.36,scattered clouds
558,Palmer,US,42.1584,-72.3287,72.75,81,100,3.65,overcast clouds
559,Puerto Del Rosario,ES,28.5004,-13.8627,65.95,63,73,16.11,broken clouds
560,Cabra,ES,37.4725,-4.4421,68.9,66,18,3.0,few clouds
561,Yuzhnyy,RU,53.2542,83.6936,43.18,81,75,12.93,broken clouds
562,Primo Tapia,MX,32.22,-116.9172,84.51,62,9,6.85,clear sky
563,Rantepao,ID,-2.9701,119.8978,75.04,78,68,0.13,broken clouds
564,Aras,ES,42.5617,-2.356,51.06,87,40,3.83,scattered clouds
565,Merauke,ID,-8.4667,140.3333,78.84,77,100,8.61,overcast clouds
566,Jeremie,HT,18.65,-74.1167,80.47,76,35,2.15,scattered clouds
567,Lubbock,US,33.6001,-101.8338,80.38,44,75,8.05,broken clouds
568,Purpe,RU,64.4803,76.6897,40.73,60,100,12.55,overcast clouds
569,Namibe,AO,-15.1961,12.1522,70.2,61,0,1.01,clear sky
570,Buchanan,LR,5.8808,-10.0467,71.56,85,96,6.78,overcast clouds
571,Nadym,RU,65.5333,72.5167,49.98,60,87,15.68,overcast clouds
572,Ucluelet,CA,48.9329,-125.5528,60.96,91,100,1.99,light rain
573,Sokolo,ML,14.7328,-6.1219,98.53,17,39,5.57,scattered clouds
574,Zhigansk,RU,66.7697,123.3711,41.74,86,99,15.77,light rain
575,Yaan,NG,7.3833,8.5667,73.69,95,93,8.03,moderate rain
576,Kuching,MY,1.55,110.3333,77.22,94,20,0.0,few clouds
577,Ulladulla,AU,-35.35,150.4667,55.67,56,4,4.05,clear sky
578,Kavaratti,IN,10.5669,72.642,82.56,79,100,18.9,overcast clouds
579,Banff,CA,51.1762,-115.5698,76.23,15,4,5.75,clear sky
580,Savinskiy,RU,62.9342,40.1361,53.73,71,42,4.12,scattered clouds
581,Obala,CM,4.1667,11.5333,75.07,99,100,3.42,moderate rain
582,Jinchang,CN,38.4953,102.1739,75.07,11,1,7.67,clear sky
583,Vao,NC,-22.6667,167.4833,72.32,77,78,11.41,broken clouds
584,Kamina,CD,-8.7386,24.9906,67.87,55,43,3.15,scattered clouds
585,Mayumba,GA,-3.432,10.6554,75.88,94,57,5.44,broken clouds
586,Bjornevatn,NO,69.6672,29.9847,46.74,87,20,4.61,few clouds
587,Kishanpur,IN,25.65,81.0167,93.33,36,96,9.04,overcast clouds
588,Saint-Georges,GD,12.0564,-61.7485,82.08,78,40,17.27,scattered clouds
589,Oksfjord,NO,70.2396,22.3479,45.52,96,98,6.93,overcast clouds
590,Bull Savanna,JM,17.8868,-77.5902,77.65,80,36,9.78,scattered clouds
591,Tucuma,BR,-0.1833,-50.05,75.96,93,96,5.53,overcast clouds
592,Ende,ID,-8.8432,121.6623,81.01,72,41,1.92,scattered clouds
593,Price,US,39.5994,-110.8107,94.26,10,1,9.22,clear sky
594,Benguela,AO,-12.5763,13.4055,72.68,84,1,1.34,clear sky
595,Tocopilla,CL,-22.092,-70.1979,63.45,76,77,3.8,broken clouds
596,Karak,JO,31.1667,35.75,57.92,75,0,8.5,clear sky
597,Pio Xii,BR,-3.8325,-45.1525,76.17,82,14,4.05,few clouds
598,Wana,PK,32.2989,69.5725,73.89,51,0,2.68,clear sky
599,Sinazongwe,ZM,-17.2614,27.4618,64.18,52,37,4.07,scattered clouds
600,Mogadishu,SO,2.0371,45.3438,78.64,82,55,16.73,broken clouds
601,Leh,IN,34.1667,77.5833,47.05,57,100,2.15,overcast clouds
602,Sangar,RU,63.9242,127.4739,68.29,51,66,10.92,broken clouds
603,Dunda,TZ,-8.1167,34.25,59.29,88,7,2.17,clear sky
604,Diu,IN,20.7141,70.9822,84.0,71,42,10.78,scattered clouds
605,Yatou,CN,37.15,122.3833,74.88,38,5,7.61,clear sky
606,Trairi,BR,-3.2778,-39.2689,77.63,82,0,8.14,clear sky
607,Faya,SA,18.3851,42.4509,68.11,21,42,3.65,scattered clouds
608,Vilyuysk,RU,63.7553,121.6247,63.57,45,89,9.37,overcast clouds
609,Ivanava,BY,52.1451,25.5365,58.08,66,96,3.36,overcast clouds
610,Jiazi,CN,22.8779,116.067,76.77,85,79,5.17,broken clouds
611,Novoseleznevo,RU,55.6821,69.2056,41.02,62,0,6.44,clear sky
612,Elat,IL,29.5581,34.9482,78.64,50,0,5.75,clear sky
613,Hailar,CN,49.2,119.7,58.51,59,89,16.69,overcast clouds
614,Norman Wells,CA,65.282,-126.8329,62.64,45,40,19.57,scattered clouds
615,Netolice,CZ,49.0493,14.197,62.85,82,76,3.42,broken clouds
616,Bhachau,IN,23.2833,70.35,83.53,67,0,11.41,clear sky
617,Svetlaya,RU,46.5389,138.3297,55.78,76,50,11.52,scattered clouds
618,Itoman,JP,26.1247,127.6694,84.58,89,75,14.97,broken clouds
619,Tamale,GH,9.4008,-0.8393,76.64,72,75,6.67,broken clouds
620,Mayo,US,38.8876,-76.5119,82.81,80,20,1.99,few clouds
621,Ewa Beach,US,21.3156,-158.0072,85.98,53,75,13.0,broken clouds
622,Kota Bahru,MY,6.1333,102.2386,78.89,94,20,1.99,few clouds
623,Roblin,CA,51.23,-101.3565,74.46,52,100,8.48,overcast clouds
624,Akureyri,IS,65.6835,-18.0878,51.73,87,90,0.0,overcast clouds
625,Kasangulu,CD,-4.5911,15.1708,77.88,79,12,3.29,few clouds
626,Carutapera,BR,-1.195,-46.02,77.2,89,4,7.25,clear sky
627,Puma,TZ,-5.0,34.7333,58.71,85,68,13.49,broken clouds
628,Mudgee,AU,-32.5943,149.5871,41.05,100,10,0.0,clear sky
629,Talcahuano,CL,-36.7167,-73.1167,53.28,87,0,8.05,clear sky
630,Kholmogory,RU,64.2229,41.656,51.91,65,1,4.52,clear sky
631,Gat,IL,31.61,34.7642,68.68,100,0,0.63,clear sky
632,Severnoye,RU,56.3491,78.3619,41.83,65,5,11.79,clear sky
633,Egvekinot,RU,66.3167,-179.1667,35.01,67,32,4.61,scattered clouds
634,Chicama,PE,-7.8447,-79.1469,64.94,74,85,6.44,overcast clouds
635,Mlowo,TZ,-9.0,32.9833,55.13,90,19,4.61,few clouds
636,Gizo,SB,-8.103,156.8419,83.91,72,79,4.97,broken clouds
637,Missoula,US,47.0166,-113.8009,77.4,32,23,15.26,few clouds
638,Bosaso,SO,11.2842,49.1816,87.96,59,24,3.71,few clouds
639,Pundaguitan,PH,6.3711,126.1689,83.05,74,100,4.76,overcast clouds
640,Vangaindrano,MG,-23.35,47.6,67.51,93,30,5.03,scattered clouds
641,Hovd,MN,48.0056,91.6419,67.26,38,97,13.29,light rain
642,Istra,RU,55.9178,36.8642,59.14,82,76,5.7,broken clouds
643,Lopsmarka,NO,67.3134,14.4493,53.51,80,0,2.3,clear sky
644,Midland,US,31.9974,-102.0779,81.48,45,40,9.22,scattered clouds
645,Suicheng,CN,33.8963,117.9331,75.69,51,0,14.16,clear sky
646,Perth,AU,-31.9333,115.8333,49.66,93,0,5.73,mist
647,Mendi,PG,-6.1761,143.6513,58.37,96,100,0.96,overcast clouds
648,Kapit,MY,2.0167,112.9333,76.55,98,94,0.87,overcast clouds
649,Aswan,EG,24.0934,32.907,80.46,22,0,15.08,clear sky
650,Pervomayskoye,RU,43.919,46.7102,60.84,89,98,4.45,overcast clouds
651,Ubauro,PK,28.1652,69.7289,90.93,48,1,11.86,clear sky
652,Ischia,IT,40.7342,13.9471,71.04,59,46,1.99,scattered clouds
653,Hefei,CN,31.8639,117.2808,72.95,64,0,8.95,light rain
654,Port Said,EG,31.2565,32.2841,71.58,78,20,12.66,few clouds
655,Palora,EC,-1.7,-77.9333,73.51,98,96,0.81,light rain
656,Boueni,YT,-12.9025,45.0761,78.78,74,1,16.13,clear sky
657,Meybod,IR,32.2501,54.0166,87.82,10,16,11.54,few clouds
658,Dhidhdhoo,MV,6.8833,73.1,82.33,79,98,17.4,overcast clouds
659,Sangueya,GN,10.7,-14.3667,77.94,84,79,5.26,broken clouds
660,Nuuk,GL,64.1835,-51.7216,41.61,81,75,13.8,light rain
661,Nsanje,MW,-16.92,35.262,63.88,71,59,5.7,broken clouds
662,Phichit,TH,16.25,100.4167,87.12,67,100,2.57,overcast clouds
663,Lorengau,PG,-2.0226,147.2712,85.19,71,25,7.38,scattered clouds
664,Matthews,US,35.1168,-80.7237,84.58,62,1,0.67,clear sky
665,Muroto,JP,33.2833,134.15,69.84,80,99,5.59,overcast clouds
666,Mbandaka,CD,0.0487,18.2603,71.47,84,75,0.67,broken clouds
667,Mamallapuram,IN,12.6264,80.1722,85.05,75,97,8.14,overcast clouds
668,College,US,64.8569,-147.8028,69.46,51,75,1.01,light rain
669,Berbera,SO,10.4396,45.0143,89.49,55,61,8.37,broken clouds
670,Illapel,CL,-31.6308,-71.1653,58.08,91,100,2.1,light rain
671,Krasnyy Chikoy,RU,50.3643,108.7512,62.65,51,2,3.22,clear sky
672,Pula,HR,44.8683,13.8481,65.26,77,0,3.44,clear sky
673,Bhindar,IN,24.5,74.1833,80.65,49,60,8.03,broken clouds
674,Nisia Floresta,BR,-6.0911,-35.2086,77.38,86,5,7.09,clear sky
675,Tres Arroyos,AR,-38.3739,-60.2798,55.38,61,100,2.35,overcast clouds
676,Berlevag,NO,70.8578,29.0864,45.54,88,88,15.12,light rain
677,Kharp,RU,66.8014,65.8081,49.28,73,24,15.84,few clouds
678,Pontianak,ID,-0.0333,109.3333,78.78,100,75,2.46,mist
679,Denpasar,ID,-8.65,115.2167,78.46,100,20,5.64,few clouds
680,Mandalgovi,MN,45.7625,106.2708,65.59,25,3,3.04,clear sky
681,Betsiamites,CA,48.9413,-68.646,72.0,76,54,5.32,broken clouds
682,Coquimbo,CL,-29.9533,-71.3436,56.93,94,90,4.29,overcast clouds
