City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
97,Lovozero,RU,68.005,35.0117,53.71,69,59,4.32,broken clouds
98,Gwanda,ZW,-20.9333,29.0,45.46,80,4,6.29,clear sky
99,Laguna,US,38.421,-121.4238,101.1,33,1,5.01,clear sky
100,Huilong,CN,31.8111,121.655,73.04,71,86,11.34,overcast clouds
101,Haines Junction,CA,60.7522,-137.5108,62.55,23,38,6.91,scattered clouds
102,Takoradi,GH,4.8845,-1.7554,79.25,85,63,8.41,broken clouds
103,Umm Kaddadah,SD,13.6017,26.6876,83.37,46,99,17.22,overcast clouds
104,Veraval,IN,20.9,70.3667,84.09,69,81,10.89,broken clouds
105,Aklavik,CA,68.2191,-135.0107,47.12,75,75,14.97,broken clouds
106,Chokurdakh,RU,70.6333,147.9167,62.31,61,100,5.91,overcast clouds
107,Hun,LY,29.1268,15.9477,74.52,32,1,5.46,clear sky
108,Jalu,LY,29.0331,21.5482,77.95,28,0,10.27,clear sky
109,Adrar,MR,20.5022,-10.0711,92.1,21,4,23.31,clear sky
110,Mar Del Plata,AR,-38.0023,-57.5575,56.08,84,0,1.01,clear sky
111,Kodiak,US,57.79,-152.4072,54.91,58,40,4.61,scattered clouds
112,Mitsamiouli,KM,-11.3847,43.2844,78.24,74,2,9.51,clear sky
113,Verkhoyansk,RU,67.5447,133.385,80.42,29,89,28.32,overcast clouds
114,Esperance,AU,-33.8667,121.9,51.64,69,15,13.06,few clouds
115,Uvalde,US,29.3669,-99.767,81.52,78,75,7.0,broken clouds
116,Kapaa,US,22.0752,-159.319,81.12,76,90,3.0,light rain
117,Pervoye Maya,RU,56.164,44.7196,51.51,81,0,7.61,clear sky
118,Zhezkazgan,KZ,47.8043,67.7144,47.68,41,85,24.81,overcast clouds
119,Rocha,UY,-34.4833,-54.3333,62.67,98,89,4.21,heavy intensity rain
120,Olinda,BR,-8.0089,-34.8553,76.73,69,40,11.32,scattered clouds
121,Cidreira,BR,-30.1811,-50.2056,65.16,88,15,9.64,few clouds
122,Bara,NG,10.3744,10.7288,79.92,62,98,9.82,overcast clouds
123,Hasaki,JP,35.7333,140.8333,69.19,79,99,12.35,overcast clouds
124,Goundam,ML,16.4145,-3.6708,95.36,13,40,6.26,scattered clouds
125,Abu Dhabi,AE,24.4667,54.3667,87.82,89,0,1.97,clear sky
126,Kahului,US,20.8947,-156.47,87.82,63,20,21.85,few clouds
127,Apucarana,BR,-23.5508,-51.4608,69.93,75,0,5.28,clear sky
128,Roebourne,AU,-20.7833,117.1333,70.27,49,76,15.66,broken clouds
129,Parnamirim,BR,-5.9156,-35.2628,76.89,78,20,5.75,few clouds
130,Mosquera,CO,4.7059,-74.2302,53.29,95,99,2.53,overcast clouds
131,Atuona,PF,-9.8,-139.0333,79.32,80,28,18.66,light rain
132,Hermanus,ZA,-34.4187,19.2345,52.9,81,5,10.98,clear sky
133,Nanzhang,CN,31.7765,111.8386,77.68,46,0,1.01,clear sky
134,Marrakesh,MA,31.6315,-8.0083,66.27,63,0,5.75,clear sky
135,Brownsville,US,25.9018,-97.4975,78.91,87,75,1.01,broken clouds
136,Kruisfontein,ZA,-34.0033,24.7314,47.7,76,0,4.65,clear sky
137,Champasak,LA,14.75,106.0,77.11,94,84,2.17,broken clouds
138,Camana,PE,-16.6228,-72.7111,63.84,82,2,2.8,clear sky
139,Vardo,NO,70.3705,31.1107,44.11,94,92,3.87,overcast clouds
140,Darhan,MN,49.4867,105.9228,67.66,39,12,7.05,few clouds
141,Sitka,US,57.0531,-135.33,55.29,54,90,9.22,light rain
142,Lata,PT,40.1629,-8.3327,58.82,89,78,2.17,broken clouds
143,Yerbogachen,RU,61.2767,108.0108,47.66,81,100,5.3,overcast clouds
144,Yarada,IN,17.65,83.2667,82.72,94,20,12.21,mist
145,Cherskiy,RU,68.75,161.3,67.62,31,100,17.18,overcast clouds
146,Alofi,NU,-19.0595,-169.9187,78.69,83,65,14.97,broken clouds
147,Saldanha,ZA,-33.0117,17.9442,46.45,56,91,5.91,overcast clouds
148,Kununurra,AU,-15.7667,128.7333,75.18,31,58,13.8,broken clouds
149,Nikolskoye,RU,59.7035,30.7861,55.29,77,2,1.7,clear sky
150,Fortuna,US,40.5982,-124.1573,63.93,69,1,5.99,clear sky
151,Zyryanka,RU,65.75,150.85,71.94,27,83,25.7,broken clouds
152,Moldova Sulita,RO,47.6833,25.25,42.31,94,9,2.77,clear sky
153,Kinsale,IE,51.7075,-8.5306,55.24,100,90,7.7,fog
154,Faanui,PF,-16.4833,-151.75,80.22,78,70,9.62,moderate rain
155,Usinsk,RU,65.9939,57.5281,55.49,51,76,13.02,broken clouds
156,Lebedinyy,RU,58.5167,125.5167,66.25,35,4,5.79,clear sky
157,Port Blair,IN,11.6667,92.75,83.08,78,100,5.21,overcast clouds
158,Tibati,CM,6.4667,12.6333,64.83,97,100,1.32,light rain
159,Lima,PE,-12.0432,-77.0282,64.65,93,2,11.5,clear sky
160,Fiumicino,IT,41.7675,12.2291,72.01,68,0,4.61,clear sky
161,Tura,IN,25.5198,90.2201,74.68,93,20,5.55,few clouds
162,Cabo San Lucas,MX,22.8909,-109.9124,95.81,51,5,11.9,clear sky
163,Tomatlan,MX,19.9333,-105.25,89.19,49,69,9.26,broken clouds
164,Saint-Philippe,RE,-21.3585,55.7679,72.95,85,39,10.87,light rain
165,Te Anau,NZ,-45.4167,167.7167,55.18,79,100,9.86,overcast clouds
166,Bandarbeyla,SO,9.4942,50.8122,79.36,77,1,21.34,clear sky
167,San Quintin,MX,30.4833,-115.95,67.66,67,3,8.61,clear sky
168,Cape Town,ZA,-33.9258,18.4232,56.1,77,0,4.83,clear sky
169,Zarate,AR,-34.0981,-59.0286,64.2,98,100,2.28,overcast clouds
170,Aksu,CN,41.1231,80.2644,72.84,27,29,1.25,scattered clouds
171,Punta Cardon,VE,11.6581,-70.215,80.28,80,100,29.86,overcast clouds
172,Jining,CN,35.405,116.5814,76.89,39,21,7.38,few clouds
173,Bambous Virieux,MU,-20.3428,57.7575,72.21,100,75,16.49,moderate rain
174,Kushima,JP,31.4583,131.2333,68.04,86,100,4.76,overcast clouds
175,Ponta Do Sol,PT,32.6667,-17.1,66.0,68,36,7.0,scattered clouds
176,Khao Wong,TH,16.7001,104.0902,83.01,76,100,4.36,overcast clouds
177,Poum,NC,-20.2333,164.0167,75.34,67,86,5.23,overcast clouds
178,Tuatapere,NZ,-46.1333,167.6833,49.82,68,100,10.25,overcast clouds
179,Zheleznodorozhnyy,RU,55.7503,38.0042,59.41,74,61,6.71,broken clouds
180,Roald,NO,62.5833,6.1333,62.17,100,0,3.44,clear sky
181,Tuktoyaktuk,CA,69.4541,-133.0374,39.2,81,90,13.8,overcast clouds
182,La Rioja,ES,42.25,-2.5,49.48,88,100,2.21,overcast clouds
183,Pombia,IT,45.653,8.6336,70.14,69,0,2.3,clear sky
184,Boende,CD,-0.2167,20.8667,73.38,77,47,1.86,scattered clouds
185,Labuhan,ID,-6.8844,112.2051,80.06,83,12,6.64,few clouds
186,Tiksi,RU,71.6872,128.8694,37.83,86,100,6.53,overcast clouds
187,San Patricio,US,28.017,-97.5169,84.29,73,43,6.38,scattered clouds
188,Skjervoy,NO,70.0311,20.9714,46.24,94,88,6.2,overcast clouds
189,Cayenne,GF,4.9333,-52.3333,81.09,85,0,3.0,clear sky
190,Mvangue,CM,2.9667,11.5167,67.55,99,78,2.51,light rain
191,Taixing,CN,32.1667,120.0136,77.0,56,67,12.08,broken clouds
192,Guerrero Negro,MX,27.9769,-114.0611,71.67,55,9,16.44,clear sky
193,Georgetown,MY,5.4112,100.3354,81.9,91,20,3.0,few clouds
194,Hami,CN,42.8,93.45,81.34,23,62,14.58,broken clouds
195,Huarmey,PE,-10.0681,-78.1522,65.48,86,4,9.06,clear sky
196,Krasnogorskoye,RU,52.2953,86.1979,40.87,94,99,17.54,moderate rain
197,Pochutla,MX,15.7432,-96.4661,89.42,68,84,5.57,broken clouds
198,Guspini,IT,39.5406,8.6294,71.71,61,99,2.26,light rain
199,Trinidad,BO,-14.8333,-64.9,82.38,83,75,0.0,broken clouds
200,Anshun,CN,26.25,105.9333,61.99,63,14,2.28,few clouds
201,Khomutovo,RU,52.4658,104.4025,59.61,43,18,3.24,few clouds
202,Bac Lieu,VN,9.285,105.7244,83.8,78,96,10.0,overcast clouds
203,Geraldton,AU,-28.7667,114.6,46.81,87,0,6.82,clear sky
204,Domoni,KM,-12.2569,44.5319,76.75,81,16,11.48,few clouds
205,Puerto Cabezas,NI,14.0351,-83.3888,85.96,79,75,4.61,broken clouds
206,Dakar,SN,14.6937,-17.4441,77.88,83,14,6.91,few clouds
207,Casper,US,42.8666,-106.3131,93.79,13,1,7.0,clear sky
208,Isangel,VU,-19.55,169.2667,80.71,74,40,6.49,scattered clouds
209,Hithadhoo,MV,-0.6,73.0833,81.86,78,100,16.93,overcast clouds
210,Dasoguz,TM,41.8363,59.9666,80.71,26,0,8.39,clear sky
211,San Cristobal,VE,7.7669,-72.225,73.58,94,87,2.89,overcast clouds
212,Angoram,PG,-4.0625,144.0661,83.57,79,94,2.24,overcast clouds
213,Daru,PG,-9.0763,143.2092,80.37,73,99,11.83,overcast clouds
214,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,52.21,55,100,4.43,overcast clouds
215,Meadow Lake,US,34.8014,-106.5436,86.32,21,17,3.8,few clouds
216,Bengkulu,ID,-3.8004,102.2655,74.93,92,97,4.23,light rain
217,Sao Filipe,CV,14.8961,-24.4956,74.61,73,54,12.33,broken clouds
218,Grindavik,IS,63.8424,-22.4338,48.15,100,75,6.8,broken clouds
219,Canakkale,TR,40.0833,26.8333,51.48,79,9,2.26,clear sky
220,Rundu,NA,-17.9333,19.7667,46.4,47,0,7.11,clear sky
221,Teeli,RU,51.0333,90.2333,61.48,70,93,0.63,overcast clouds
222,Chuy,UY,-33.6971,-53.4616,62.2,98,72,7.96,moderate rain
223,Bredasdorp,ZA,-34.5322,20.0403,52.29,100,2,3.78,clear sky
224,Broome,US,42.2506,-75.833,74.17,44,17,1.83,few clouds
225,Sistranda,NO,63.7256,8.834,56.89,83,28,11.56,scattered clouds
226,Lagoa,PT,39.05,-27.9833,62.24,89,100,10.18,overcast clouds
227,Kieta,PG,-6.2167,155.6333,84.06,70,79,3.13,light rain
228,Grand Gaube,MU,-20.0064,57.6608,72.37,91,41,1.99,light rain
229,Conceicao Da Barra,BR,-18.5933,-39.7322,72.19,87,65,6.87,broken clouds
230,Kalmunai,LK,7.4167,81.8167,78.22,85,100,4.0,overcast clouds
231,Sindou,BF,10.6667,-5.1667,82.96,60,34,6.35,light rain
232,Talnakh,RU,69.4865,88.3972,31.35,98,100,8.63,light snow
233,Castro,BR,-24.7911,-50.0119,58.01,88,0,3.65,clear sky
234,Narsaq,GL,60.9167,-46.05,38.12,83,99,1.63,overcast clouds
235,Leningradskiy,RU,69.3833,178.4167,34.12,94,71,9.04,broken clouds
236,Jamestown,US,42.097,-79.2353,76.32,64,75,10.36,broken clouds
237,Saint George,US,37.1041,-113.5841,106.27,11,1,1.01,clear sky
238,Kaitangata,NZ,-46.2817,169.8464,56.93,59,99,9.33,overcast clouds
239,Wonthaggi,AU,-38.6044,145.5913,49.71,66,80,16.98,broken clouds
240,Alyangula,AU,-13.8483,136.4192,73.27,73,81,18.54,broken clouds
241,Coolum Beach,AU,-26.5333,153.1,67.33,61,0,10.36,clear sky
242,Lircay,PE,-12.9896,-74.7205,48.74,87,75,2.8,broken clouds
243,Berezovyy,RU,51.6667,135.7,45.21,96,100,9.66,overcast clouds
244,Taoudenni,ML,22.6783,-3.9836,96.22,18,57,12.35,broken clouds
245,Watertown,US,42.3709,-71.1828,73.69,85,1,3.0,clear sky
246,Tevriz,RU,57.509,72.4042,42.6,64,8,7.07,clear sky
247,Axim,GH,4.8699,-2.2405,78.93,86,82,9.17,light rain
248,San Policarpo,PH,12.1791,125.5072,79.86,83,100,4.09,heavy intensity rain
249,Pisco,PE,-13.7,-76.2167,62.02,87,6,3.22,clear sky
250,Ulaangom,MN,49.9811,92.0667,64.47,59,95,5.08,overcast clouds
251,Severo-Kurilsk,RU,50.6789,156.125,45.46,84,100,18.61,overcast clouds
252,Sorland,NO,67.667,12.6934,49.77,88,96,12.66,overcast clouds
253,Sulangan,PH,11.1373,123.7228,83.23,73,100,6.44,light rain
254,Brae,GB,60.3964,-1.353,46.31,84,22,2.39,few clouds
255,Groningen,NL,53.25,6.75,63.05,92,90,1.01,mist
256,Lompoc,US,34.6391,-120.4579,84.78,77,20,9.48,few clouds
257,Shache,CN,38.4167,77.2406,72.52,22,3,10.6,clear sky
258,Chiang Kham,TH,19.5233,100.3,75.11,89,98,0.74,overcast clouds
259,Vestmanna,FO,62.1564,-7.1664,47.32,100,90,14.36,overcast clouds
260,Ust-Ilimsk,RU,58.0006,102.6619,53.02,76,100,5.23,overcast clouds
261,Novyye Gorki,RU,56.7253,41.0601,47.1,89,4,5.59,clear sky
262,Perevolotskiy,RU,51.8763,54.1938,55.67,53,96,18.3,overcast clouds
263,Salto,UY,-31.3833,-57.9667,70.88,93,91,1.99,overcast clouds
264,Abnub,EG,27.2696,31.1511,75.42,38,0,17.22,clear sky
265,North Platte,US,41.1239,-100.7654,89.49,30,1,5.01,clear sky
266,Nome,US,64.5011,-165.4064,36.16,75,75,10.36,broken clouds
267,Virginia Beach,US,36.8529,-75.978,79.02,85,75,9.22,heavy intensity rain
268,Iralaya,HN,15.0,-83.2333,86.09,73,13,10.54,few clouds
269,Adiake,CI,5.2863,-3.304,80.19,87,100,6.73,overcast clouds
270,Richards Bay,ZA,-28.783,32.0377,58.53,81,73,8.32,broken clouds
271,Zeya,RU,53.75,127.2667,63.77,30,36,9.06,scattered clouds
272,Mawlaik,MM,23.6333,94.4167,81.07,72,39,0.11,scattered clouds
273,Pemangkat,ID,1.1667,108.9667,80.29,84,69,4.72,broken clouds
274,Clyde River,CA,70.4692,-68.5914,32.23,86,90,5.75,overcast clouds
275,Koumac,NC,-20.5667,164.2833,77.7,59,79,4.81,broken clouds
276,Dawei,MM,14.0833,98.2,80.91,84,95,0.51,light rain
277,Dapaong,TG,10.8639,0.205,79.05,63,98,7.2,overcast clouds
278,Ureki,GE,41.9956,41.7786,60.76,78,75,4.34,broken clouds
279,Quartz Hill,US,34.6453,-118.2181,100.45,18,1,18.01,clear sky
280,San Matias,BO,-16.3667,-58.4,80.06,38,22,5.57,few clouds
281,Tautira,PF,-17.7333,-149.15,86.02,72,66,12.06,broken clouds
282,Rjukan,NO,59.8789,8.5941,58.05,79,85,2.04,overcast clouds
283,Lulea,SE,65.5842,22.1547,55.47,76,81,2.3,broken clouds
284,Ca Mau,VN,9.1769,105.15,83.37,79,93,5.17,overcast clouds
285,Nouadhibou,MR,20.931,-17.0347,69.78,68,0,23.02,dust
286,Olafsvik,IS,64.8945,-23.7142,48.07,94,100,2.93,overcast clouds
287,Cangzhou,CN,38.3167,116.8667,79.45,22,2,8.23,light rain
288,Sioux Lookout,CA,50.1001,-91.917,86.38,45,75,9.22,broken clouds
289,Longyearbyen,SJ,78.2186,15.6401,33.64,80,75,12.66,broken clouds
290,Camacha,PT,33.0833,-16.3333,62.53,68,40,12.66,scattered clouds
291,Baker City,US,44.7749,-117.8344,86.94,35,1,11.5,clear sky
292,Revelstoke,CA,50.9832,-118.2023,78.82,19,90,11.5,overcast clouds
293,Luderitz,NA,-26.6481,15.1594,70.05,28,0,21.99,clear sky
294,Vanavara,RU,60.34,102.2797,44.2,82,100,6.49,overcast clouds
295,Menongue,AO,-14.6585,17.691,46.38,36,0,4.65,clear sky
296,Tiarei,PF,-17.5333,-149.3333,86.02,72,53,11.25,broken clouds
297,Saint Anthony,US,45.0205,-93.218,96.94,22,1,10.78,clear sky
298,Sanary-Sur-Mer,FR,43.1178,5.8001,69.89,79,48,4.43,scattered clouds
299,Ixtapa,MX,20.7,-105.2,84.22,79,58,5.01,broken clouds
300,Lodja,CD,-3.4833,23.4333,70.34,83,92,1.03,overcast clouds
301,Brokopondo,SR,4.75,-55.1667,77.68,87,70,9.84,broken clouds
302,Gamba,GA,-2.65,10.0,75.4,94,19,4.29,few clouds
303,Belyy Yar,RU,53.6039,91.3903,60.69,94,0,5.46,clear sky
304,Klaksvik,FO,62.2266,-6.589,49.12,97,65,15.77,broken clouds
305,Maceio,BR,-9.6658,-35.7353,74.64,88,20,12.03,few clouds
306,Tokur,RU,53.1333,132.9,41.34,93,100,6.26,overcast clouds
307,Eshowe,ZA,-28.8865,31.4699,48.45,84,82,5.91,broken clouds
308,Helena,US,46.5927,-112.0361,90.59,24,1,18.41,clear sky
309,Slave Lake,CA,55.2834,-114.769,58.98,77,75,5.75,broken clouds
310,Ukiah,US,39.1502,-123.2078,98.13,33,1,10.36,clear sky
311,Bouca,CF,6.5105,18.2733,70.74,96,95,1.77,overcast clouds
312,Vestmannaeyjar,IS,63.4427,-20.2734,47.48,92,100,7.52,overcast clouds
313,Sobolevo,RU,54.4299,31.8996,55.81,74,83,5.32,broken clouds
314,Provideniya,RU,64.3833,-173.3,39.52,61,61,8.5,broken clouds
315,Tagusao,PH,9.1924,117.8141,83.44,77,100,3.94,overcast clouds
316,Garissa,KE,-0.4536,39.6401,74.03,86,37,13.76,scattered clouds
317,Gimli,CA,50.6336,-96.9907,66.22,77,86,11.5,overcast clouds
318,Mahebourg,MU,-20.4081,57.7,72.25,100,75,13.8,moderate rain
319,Pacific Grove,US,36.6177,-121.9166,88.14,82,1,5.01,clear sky
320,Lincoln,US,40.8,-96.667,93.27,27,75,10.36,broken clouds
321,Kemijarvi,FI,66.7131,27.4306,55.27,63,31,6.96,scattered clouds
322,Kavieng,PG,-2.5744,150.7967,84.29,72,39,11.27,scattered clouds
323,Sept-Iles,CA,50.2001,-66.3821,66.72,71,40,1.99,scattered clouds
324,Praya,CV,14.9215,-23.5087,73.94,73,20,20.71,few clouds
325,Tigzirt,DZ,36.8886,4.1198,69.33,86,100,6.85,overcast clouds
326,Broken Hill,AU,-31.95,141.4333,47.91,87,0,0.0,clear sky
327,Erie,US,42.7667,-78.6664,75.34,65,15,8.63,few clouds
328,Fairbanks,US,64.8378,-147.7164,67.03,50,90,11.5,light rain
329,Langsa,ID,4.4683,97.9683,73.35,98,100,1.86,overcast clouds
330,La Romana,DO,18.4273,-68.9728,80.96,78,40,13.8,scattered clouds
331,Ponta Delgada,PT,37.7333,-25.6667,63.32,82,20,2.3,few clouds
332,Zyryanovsk,KZ,49.7386,84.2719,45.41,91,86,11.16,overcast clouds
333,Yulara,AU,-25.2406,130.9889,48.04,71,0,5.75,clear sky
334,Kamaishi,JP,39.2667,141.8833,61.75,57,100,2.8,overcast clouds
335,Shetpe,KZ,44.1667,52.1167,67.26,60,18,10.96,few clouds
336,Loukhi,RU,66.0764,33.0381,59.29,53,8,5.86,clear sky
337,Ketchikan,US,55.3422,-131.6461,49.98,94,100,11.21,moderate rain
338,Stephenville,US,32.2207,-98.2023,77.0,75,75,4.61,broken clouds
339,Lagos,NG,6.5833,3.75,76.21,85,90,1.79,overcast clouds
340,Nagykanizsa,HU,46.4535,16.991,58.59,78,92,5.1,overcast clouds
341,Gorontalo,ID,0.5412,123.0595,81.99,79,91,2.39,overcast clouds
342,Savannah Bight,HN,16.45,-85.85,86.05,83,6,28.63,clear sky
343,Vila Velha,BR,-20.3297,-40.2925,75.15,89,20,4.61,few clouds
344,Phuket,TH,8.0,98.25,86.09,92,75,12.86,broken clouds
345,Tubuala,PA,9.5167,-79.0333,84.31,85,100,6.91,overcast clouds
346,Caravelas,BR,-17.7125,-39.2481,73.26,88,77,6.67,broken clouds
347,Taonan,CN,45.3333,122.7833,61.11,62,94,11.68,overcast clouds
348,Opuwo,NA,-18.0607,13.84,55.22,25,3,8.97,clear sky
349,Acapulco,MX,16.8634,-99.8901,89.42,62,75,6.89,broken clouds
